Accession,Release_Date,Species,Molecule_type,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MW505283,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NH,NH,Homo sapiens,,2021-01-04
MW505284,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NY,NY,Homo sapiens,,2021-01-06
MW505285,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: RI,RI,Homo sapiens,,2021-01-06
MW505286,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: RI,RI,Homo sapiens,,2021-01-07
MW505287,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: RI,RI,Homo sapiens,,2021-01-07
MW505288,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: RI,RI,Homo sapiens,,2021-01-07
MW505289,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: RI,RI,Homo sapiens,,2021-01-07
MW505290,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-06
MW505291,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-05
MW505292,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-07
MW505293,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-07
MW505294,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-07
MW505295,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-07
MW505296,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-06
MW505297,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-07
MW505298,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-06
MW505299,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-07
MW505300,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-07
MW505301,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-07
MW505302,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: UT,UT,Homo sapiens,,2021-01-08
MW505303,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: VT,VT,Homo sapiens,,2021-01-06
MW505309,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29811,USA: TX,TX,Homo sapiens,,2021-01-04
MW505316,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA: TX,TX,Homo sapiens,,2021-01-04
MW505320,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29800,USA: TX,TX,Homo sapiens,,2021-01-04
MW505329,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29787,USA: TX,TX,Homo sapiens,,2021-01-04
MW505338,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29811,USA: TX,TX,Homo sapiens,,2021-01-04
MW505342,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29799,USA: TX,TX,Homo sapiens,,2021-01-04
MW505347,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29811,USA: TX,TX,Homo sapiens,,2021-01-04
MW505415,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29800,USA,,Homo sapiens,,2021-01-03
MW505419,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,USA,,Homo sapiens,,2021-01-02
MW505422,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29799,USA,,Homo sapiens,,2021-01-03
MW505423,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29835,USA,,Homo sapiens,,2021-01-04
MW505424,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29787,USA,,Homo sapiens,,2021-01-05
MW505425,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29801,USA,,Homo sapiens,,2021-01-04
MW505427,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29807,USA,,Homo sapiens,,2021-01-04
MW505430,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,USA,,Homo sapiens,,2021-01-04
MW505432,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29828,USA,,Homo sapiens,,2021-01-03
MW505433,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29778,USA,,Homo sapiens,,2021-01-02
MW505434,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29840,USA,,Homo sapiens,,2021-01-05
MW505435,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29837,USA,,Homo sapiens,,2021-01-04
MW505436,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29800,USA,,Homo sapiens,,2021-01-04
MW505438,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,USA,,Homo sapiens,,2021-01-04
MW505439,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29784,USA,,Homo sapiens,,2021-01-04
MW505447,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29846,USA,,Homo sapiens,,2021-01-04
MW505449,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,USA,,Homo sapiens,,2021-01-03
MW505451,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29840,USA,,Homo sapiens,,2021-01-04
MW505452,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29804,USA,,Homo sapiens,,2021-01-02
MW505453,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29770,USA,,Homo sapiens,,2021-01-04
MW505455,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,USA,,Homo sapiens,,2021-01-04
MW505460,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29764,USA,,Homo sapiens,,2021-01-04
MW505461,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29765,USA,,Homo sapiens,,2021-01-04
MW505465,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29819,USA,,Homo sapiens,,2021-01-04
MW505466,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29831,USA,,Homo sapiens,,2021-01-04
MW505467,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29804,USA,,Homo sapiens,,2021-01-04
MW505468,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,USA,,Homo sapiens,,2021-01-03
MW505469,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29792,USA,,Homo sapiens,,2021-01-06
MW505470,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,USA,,Homo sapiens,,2021-01-04
MW505471,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29822,USA,,Homo sapiens,,2021-01-03
MW505472,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29807,USA,,Homo sapiens,,2021-01-05
MW505476,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29763,USA,,Homo sapiens,,2021-01-02
MW505477,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29796,USA,,Homo sapiens,,2021-01-04
MW505478,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29843,USA,,Homo sapiens,,2021-01-04
MW505481,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,USA,,Homo sapiens,,2021-01-05
MW506872,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29804,USA: TX,TX,Homo sapiens,,2021-01-07
MW506873,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29817,USA: TX,TX,Homo sapiens,,2021-01-07
MW506874,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29788,USA: TX,TX,Homo sapiens,,2021-01-07
MW506875,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29786,USA: TX,TX,Homo sapiens,,2021-01-07
MW506876,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29810,USA: TX,TX,Homo sapiens,,2021-01-07
MW506877,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29795,USA: TX,TX,Homo sapiens,,2021-01-07
MW506878,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29810,USA: TX,TX,Homo sapiens,,2021-01-07
MW506880,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29799,USA: TX,TX,Homo sapiens,,2021-01-07
MW506882,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29809,USA: TX,TX,Homo sapiens,,2021-01-07
MW506884,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29798,USA: TX,TX,Homo sapiens,,2021-01-07
MW506885,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29803,USA: TX,TX,Homo sapiens,,2021-01-07
MW506886,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29784,USA: TX,TX,Homo sapiens,,2021-01-07
MW506887,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29802,USA: TX,TX,Homo sapiens,,2021-01-05
MW506888,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29807,USA: TX,TX,Homo sapiens,,2021-01-07
MW506889,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA: TX,TX,Homo sapiens,,2021-01-08
MW506890,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA: TX,TX,Homo sapiens,,2021-01-07
MW506898,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA: TX,TX,Homo sapiens,,2021-01-08
MW506900,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29804,USA: TX,TX,Homo sapiens,,2021-01-08
MW506901,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29798,USA: TX,TX,Homo sapiens,,2021-01-08
MW506902,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29807,USA: TX,TX,Homo sapiens,,2021-01-05
MW506911,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29799,USA: TX,TX,Homo sapiens,,2021-01-07
MW506915,2021-01-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29807,USA: TX,TX,Homo sapiens,,2021-01-08
MW495068,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495069,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495070,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495071,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495072,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29779,USA: CA,CA,Homo sapiens,,2021-01-09
MW495073,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495074,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-06
MW495075,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495076,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495077,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495078,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495079,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29781,USA: CA,CA,Homo sapiens,,2021-01-07
MW495080,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495081,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495082,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29779,USA: CA,CA,Homo sapiens,,2021-01-09
MW495083,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495084,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,USA: CA,CA,Homo sapiens,,2021-01-08
MW495085,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495086,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495087,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495088,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495089,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495090,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495091,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495092,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495093,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW495094,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495095,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495096,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495097,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495098,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495099,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW495100,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29771,USA: CA,CA,Homo sapiens,,2021-01-08
MW495101,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495102,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-04
MW495103,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495104,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29781,USA: CT,CT,Homo sapiens,,2021-01-06
MW495105,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495106,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495107,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495108,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495109,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495110,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29764,USA: CT,CT,Homo sapiens,,2021-01-04
MW495111,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-05
MW495112,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29767,USA: CT,CT,Homo sapiens,,2021-01-06
MW495113,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495114,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29780,USA: CT,CT,Homo sapiens,,2021-01-06
MW495115,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495116,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-05
MW495117,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-05
MW495118,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29781,USA: CT,CT,Homo sapiens,,2021-01-06
MW495119,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495120,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495121,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495122,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495123,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,USA: CT,CT,Homo sapiens,,2021-01-04
MW495124,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-07
MW495125,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495126,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29731,USA: CT,CT,Homo sapiens,,2021-01-06
MW495127,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495128,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,USA: CT,CT,Homo sapiens,,2021-01-04
MW495129,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-05
MW495130,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495131,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-07
MW495132,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-07
MW495133,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29781,USA: CT,CT,Homo sapiens,,2021-01-06
MW495134,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW495135,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: IL,IL,Homo sapiens,,2021-01-07
MW495136,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495137,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495138,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495139,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495140,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495141,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495142,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29781,USA: MA,MA,Homo sapiens,,2021-01-07
MW495143,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495144,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495145,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495146,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495147,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495148,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-04
MW495149,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495150,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495151,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29781,USA: MA,MA,Homo sapiens,,2021-01-06
MW495152,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495153,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495154,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-04
MW495155,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495156,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-04
MW495157,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495158,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW495159,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495160,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW495161,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495162,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,USA: MA,MA,Homo sapiens,,2021-01-04
MW495163,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495164,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495165,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
